X,Y,Name,description,altitudeMode,X_ADDR,ADDRESSPOSTALCODE,ADDRESSTYPE,DESCRIPTION2,HYPERLINK,ADDRESSBUILDINGNAME,FMEL_UPD_D,ADDRESSFLOORNUMBER,ADDRESSSTREETNAME,LANDYADDRESSPOINT,INC_CRC,SHAPE,Y_ADDR,NAME2,ADDRESSUNITNUMBER,LANDXADDRESSPOINT,Field_1,ADDRESSBLOCKHOUSENUMBER,PHOTOURL,Type
103.8526402,1.285554113,Fullerton Square,Fort Fullerton used to stand on the site which is today known as Fullerton Square.,clampToGround,30150.33,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_180_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_180_2005-01-25.html</a>",,4/17/2013 3:53:48 PM,,,29775.57,3CBD44EEA0461AB9,Point,29775.57,,,30150.33,Fullerton Square,,,shopping
103.8262534,1.299236313,Grange Road,begins at the junction of Cairnhill Road and Orchard Road and ends at the junction of Napier Road and Tanglin Road.,clampToGround,27213.71,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_315_2005-01-26.html"">http://infopedia.nl.sg/articles/SIP_315_2005-01-26.html</a>",,4/17/2013 3:53:48 PM,,,31288.47,C6636F6B8666A0F2,Point,31288.47,,,27213.71,Grange Road,,,district
103.8485327,1.283588956,Pekin Street,"Pekin Street, in Chinatown, connects China Street and Telok Ayer Street.",clampToGround,29693.21,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_326_2004-12-15.html"">http://infopedia.nl.sg/articles/SIP_326_2004-12-15.html</a>",,4/17/2013 3:53:48 PM,,,29558.27,91C670EC78592400,Point,29558.2699,,,29693.21,Pekin Street,,,shopping
103.8390728,1.281441128,Outram Road,"Outram Road, part of the Outram Estate, begins at two places, one at the junction of Kim Seng Road and Havelock Road and the other at the junction of Havelock Road and Saiboo Street.",clampToGround,28640.4,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_290_2005-01-26.html"">http://infopedia.nl.sg/articles/SIP_290_2005-01-26.html</a>",,4/17/2013 3:53:48 PM,,,29320.77,11824BF267AF11E0,Point,29320.7699,,,28640.4,Outram Road,,,district
103.8461661,1.274458682,Parsi Road,"Parsis, a small community of merchants following the religion Zoroastrianism, arrived in Singapore in a sizeable number in 1829.",clampToGround,29429.83,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_281_2005-01-26.html"">http://infopedia.nl.sg/articles/SIP_281_2005-01-26.html</a>",,4/17/2013 3:53:48 PM,,,28548.69,95483DC438C5DC6A,Point,28548.6899,,,29429.83,Parsi Road,,,district
103.8443167,1.272755681,Keppel Road,"Keppel Road, street, major road thoroughfare in the Tanjong Pagar sub-zone of the Bukit Merah area.",clampToGround,29224.0099,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_879_2005-01-27.html"">http://infopedia.nl.sg/articles/SIP_879_2005-01-27.html</a>",,4/17/2013 3:53:48 PM,,,28360.38,3F7F61B387EAA0F0,Point,28360.38,,,29224.01,Keppel Road,,,district
103.8497367,1.284547485,Philip Street,"Philip Street, a short one-way street in Chinatown, connects Chulia Street to Church Street.",clampToGround,29827.2,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_355_2004-12-16.html"">http://infopedia.nl.sg/articles/SIP_355_2004-12-16.html</a>",,4/17/2013 3:53:48 PM,,,29664.26,70B703B5A52F3B3B,Point,29664.2599,,,29827.2,Philip Street,,,shopping
103.837371,1.28262594,Pearl's Hill Prison,"The New Civil Jail, as it was generally called, and probably Singapore's oldest proper detention centre at the foot of Pearl's Hill, was built with the help of convict labour.",clampToGround,28451,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_129_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_129_2005-01-25.html</a>",,4/17/2013 12:25:55 PM,,,29451.78,0F2E4590973F1582,Point,29451.7799,,,28451,Pearl's Hill Prison,,,prison
103.8521478,1.282457752,Collyer Quay,"Collyer Quay, street and seawall, is located in Singapore's Downtown Core in the Central Area.",clampToGround,30095.54,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_218_2005-01-19.html"">http://infopedia.nl.sg/articles/SIP_218_2005-01-19.html</a>",,4/17/2013 3:53:48 PM,,,29433.19,2B323F576B6F81D3,Point,29433.1899,,,30095.54,Collyer Quay,,,district
103.839215,1.283207986,Pearl's Hill Prison Foundation Stone,"On Saturday morning, 6 February 1847, the foundation stone was laid by Captain Charles Edward Faber, in the presence of Governor Colonel William J. Butterworth C.B.",clampToGround,28656.2199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_494_2005-01-19.html"">http://infopedia.nl.sg/articles/SIP_494_2005-01-19.html</a>",,4/17/2013 12:25:55 PM,,,29516.14,2482AFD0477A4A70,Point,29516.14,,,28656.22,Pearl's Hill Prison Foundation Stone,,,prison
104.4058239,1.330270864,Pedra Branca,"Many shipping vessels have run aground in the rock-reef waters around Pedra Branca, since the earliest reported accidents of Portuguese mariners in the early 1500s.",clampToGround,91715.0099,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_722_2005-01-20.html"">http://infopedia.nl.sg/articles/SIP_722_2005-01-20.html</a>",,4/17/2013 12:25:55 PM,,,34727.5,B3936514A9DB2068,Point,34727.5,,,91715.01,Pedra Branca,,,island
103.839382,1.301308938,Peranakan Place,"At the turn of the 20th century, Emerald Hill Road became a fashionable abode for the Peranakans who have settled here for more than 50 years.",clampToGround,28674.7999,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_720_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_720_2005-01-25.html</a>",,4/17/2013 12:25:55 PM,,,31517.65,D2C43D72BC204088,Point,31517.65,,,28674.8,Peranakan Place,,,shopping
103.846846,1.31042997,Kandang Kerbau Women's and Children's Hospital,"Kandang Kerbau Women's and Children's Hospital (KKH), was established in 1924.",clampToGround,29505.4699,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_680__2008-11-03.html"">http://infopedia.nl.sg/articles/SIP_680__2008-11-03.html</a>",,4/17/2013 12:25:55 PM,,,32526.21,56659D0C6C9AAF61,Point,32526.21,,,29505.47,Kandang Kerbau Women's and Children's Hospital,,,hospital
103.842129,1.296036936,Killiney House (Belle Vue),"A country house built in 1842, Killiney House atop Oxley Hill belonged to pioneer planter Thomas Oxley.",clampToGround,28980.5199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_1129_2006-04-05.html"">http://infopedia.nl.sg/articles/SIP_1129_2006-04-05.html</a>",,4/17/2013 12:25:55 PM,,,30934.7,6F284DA2ED148078,Point,30934.6999,,,28980.52,Killiney House (Belle Vue),,,historic building
103.843858,1.280976993,Spring Street,"Spring Street, a short one-way road, connects the junction of South Bridge Road and Neil Road to Banda Street.",clampToGround,29172.95,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_300_2005-01-11.html"">http://infopedia.nl.sg/articles/SIP_300_2005-01-11.html</a>",,4/17/2013 12:25:55 PM,,,29269.45,24A1113FE718872B,Point,29269.4499,,,29172.95,Spring Street,,,shopping
103.8478223,1.28144444,Nagore Durgha Shrine,"Nagore Durgha Shrine is located at 140 Telok Ayer Street, in the historic Chinatown area.",clampToGround,29614.15,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_536_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_536_2004-12-27.html</a>",,4/22/2013 3:41:48 PM,,,29321.14,D7CAC5FF827C4531,Point,29321.14,,,29614.15,Nagore Durgha Shrine,,,shrine
103.8351159,1.310410924,Scotts Road,"William G. Scott (b. 3 May, 1786 - d. 18 December, 1861, Singapore) was a first cousin of the famous novelist Sir Walter Scott, and Harbour Master Attendant and Post Master of Singapore in 1836.",clampToGround,28200.03,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_739_2005-01-26.html"">http://infopedia.nl.sg/articles/SIP_739_2005-01-26.html</a>",,4/17/2013 12:25:55 PM,,,32524.1,231E78DF8EF001F7,Point,32524.0999,,,28200.03,Scotts Road,,,district
103.885841,1.317408975,Geylang East Public Library,"Geylang East Public Library, was the seventh branch library built by National Library Board.",clampToGround,33845.23,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_701_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_701_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,33297.97,DA6225811F3CA130,Point,33297.97,,,33845.23,Geylang East Public Library,,,library
103.9047494,1.306056202,Hock Ann Coffeeshop,"Hock Ann Coffeeshop, a.k.a, Hock Ann Eating House, is located at 125-127 East Coast Road.",clampToGround,35949.5899,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_609_2005-01-04.html"">http://infopedia.nl.sg/articles/SIP_609_2005-01-04.html</a>",,4/17/2013 12:25:55 PM,,,32042.69,57436875EEED7A91,Point,32042.6899,,,35949.59,Hock Ann Coffeeshop,,,food
104.4056402,1.312138582,Horsburgh Lighthouse Memorial Tablet,"Horsburgh Lighthouse Memorial Tablet, in Horsburgh Lighthouse on Pedra Branca island.",clampToGround,91695.0199,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_937_2005-01-19.html"">http://infopedia.nl.sg/articles/SIP_937_2005-01-19.html</a>",,4/17/2013 12:25:55 PM,,,32722.42,8AF5B08746B59498,Point,32722.4199,,,91695.02,Horsburgh Lighthouse Memorial Tablet,,,historic landmark
103.929612,1.366831924,Tampines,"Originally, referring to a single kampong located at the 7th mile of Upper Serangoon Road.",clampToGround,38716.3099,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_812_2004-12-30.html"">http://infopedia.nl.sg/articles/SIP_812_2004-12-30.html</a>",,4/17/2013 12:25:55 PM,,,38763.06,F1E94109E8D8820A,Point,38763.06,,,38716.31,Tampines,,,district
103.9057269,1.325542956,Jalan Eunos,Jalan Eunos marks the eastern boundary of the Geylang area located in the Central Region.,clampToGround,36058.32,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_738_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_738_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,34197.44,F5ADD6BC46474A41,Point,34197.4399,,,36058.32,Jalan Eunos,,,district
103.802424,1.402141937,Seletar Reservoir,"Seletar Reservoir, managed by the Public Utilities Board, is located within Singapore's Central Water Catchment area, bound by Mandai Road and Seletar Expressway.",clampToGround,24561.8499,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_562_2005-01-19.html"">http://infopedia.nl.sg/articles/SIP_562_2005-01-19.html</a>",,4/17/2013 12:25:55 PM,,,42667.27,D85594002520E27C,Point,42667.2699,,,24561.85,Seletar Reservoir,,,reservoir
103.8524659,1.287064946,Dalhousie Pier,"Dalhousie Pier, jetty-pier, was located in the Central Region.",clampToGround,30130.94,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_36_2005-01-22.html"">http://infopedia.nl.sg/articles/SIP_36_2005-01-22.html</a>",,4/17/2013 12:25:55 PM,,,29942.63,563F78C5229FE338,Point,29942.63,,,30130.94,Dalhousie Pier,,,pier
103.9647335,1.330271231,Library Supply Centre,The Library Supply Centre houses the Library Support Services (LSS) Division of the National Library Board.,clampToGround,42625.1399,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_265_2005-01-19.html"">http://infopedia.nl.sg/articles/SIP_265_2005-01-19.html</a>",,4/17/2013 12:25:55 PM,,,34720.54,2FDBFA79BA0CA3D2,Point,34720.5399,,,42625.14,Library Supply Centre,,,library
103.8556658,1.289509599,Library@Esplanade,"Library@Esplanade, officially opened on 12 September 2002, is Singapore's first performing arts library.",clampToGround,30487.051,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_670_2005-01-24.html"">http://infopedia.nl.sg/articles/SIP_670_2005-01-24.html</a>",,4/17/2013 12:25:55 PM,,,30212.95,A0694F2A791E3DB4,Point,30212.9499,,,30487.051,Library@Esplanade,,,library
103.9698221,1.371090953,Loyang Tua Pek Kong Temple,"The Loyang Tua Pek Kong Temple, off Loyang Way, was established in the 1980s.",clampToGround,43191.19,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_352_2004-12-27.html"">http://infopedia.nl.sg/articles/SIP_352_2004-12-27.html</a>",,4/17/2013 12:25:55 PM,,,39234.22,2C09411F20B22A7C,Point,39234.22,,,43191.19,Loyang Tua Pek Kong Temple,,,temple
103.852964,1.305556941,Dunlop Street,"Dunlop Street is in Little India, a one-way road connecting Jalan Besar to Serangoon Road.",clampToGround,30186.3499,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_291_2004-12-13.html"">http://infopedia.nl.sg/articles/SIP_291_2004-12-13.html</a>",,4/17/2013 12:25:55 PM,,,31987.38,91BFF61D3CE4C76A,Point,31987.38,,,30186.35,Dunlop Street,,,shopping
103.843175,1.278246989,Duxton Road,Duxton Road was infamous in the 19th and early 20th centuries for its opium and gambling dens.,clampToGround,29096.94,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_357_2005-01-22.html"">http://infopedia.nl.sg/articles/SIP_357_2005-01-22.html</a>",,4/17/2013 12:25:55 PM,,,28967.58,1D2755E20DC54F0D,Point,28967.58,,,29096.94,Duxton Road,,,district
103.84932,1.289065966,Presentment Bridge,"Presentment Bridge, the first named footbridge over the Singapore River, was located where Elgin Bridge now stands.",clampToGround,29780.82,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_943_2005-01-06.html"">http://infopedia.nl.sg/articles/SIP_943_2005-01-06.html</a>",,4/17/2013 12:25:55 PM,,,30163.89,266C1714559457A1,Point,30163.89,,,29780.82,Presentment Bridge,,,bridge
103.850578,1.280441934,Telok Ayer Market,"The former Telok Ayer Market (now known as Lau Pa Sat, meaning old market) was completed in 1894.",clampToGround,29920.83,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_810_2005-01-11.html"">http://infopedia.nl.sg/articles/SIP_810_2005-01-11.html</a>",,4/17/2013 12:25:55 PM,,,29210.29,E8EFF0E54B960324,Point,29210.2899,,,29920.83,Telok Ayer Market,,,market
103.84852,1.287130992,Ellenborough Market,"Ellenborough Market, market and trading centre in Ellenborough Street by the Singapore River, located in the Central Region of Singapore.",clampToGround,29691.79,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_480_2005-01-07.html"">http://infopedia.nl.sg/articles/SIP_480_2005-01-07.html</a>",,4/17/2013 12:25:55 PM,,,29949.93,F257BA2B056F3227,Point,29949.9299,,,29691.79,Ellenborough Market,,,market
103.819509,1.307378913,Gleneagles Hospital,"Gleneagles Hospital, opened in 1959, is one of Singapore's largest private hospitals.",clampToGround,26463.12,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_340_2004-12-15.html"">http://infopedia.nl.sg/articles/SIP_340_2004-12-15.html</a>",,4/17/2013 12:25:55 PM,,,32188.84,B1750FBA11F9517C,Point,32188.8399,,,26463.12,Gleneagles Hospital,,,hospital
103.9128579,1.394248948,Punggol,"The original Malay community in what was popularly known as Kampong Punggol, were mainly fishermen who had settled near the Dekar River mouth.",clampToGround,36851.6799,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_719_2005-01-18.html"">http://infopedia.nl.sg/articles/SIP_719_2005-01-18.html</a>",,4/17/2013 12:25:55 PM,,,41794.63,E91B9FCA0775DE5A,Point,41794.63,,,36851.68,Punggol,,,district
103.843277,1.299132934,Penang Road,Penang Road begins as an offshoot from Orchard Road and ends at the junction of Somerset Road and Killiney Road.,clampToGround,29108.28,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_286_2005-01-25.html"">http://infopedia.nl.sg/articles/SIP_286_2005-01-25.html</a>",,4/17/2013 12:25:55 PM,,,31277.04,2421956CD6BF18A5,Point,31277.0399,,,29108.28,Penang Road,,,district
103.8061059,1.294580957,Queenstown,"Development of Queenstown commenced in 1952, and by 1968 it had 19,372 dwelling units.",clampToGround,24971.4699,,,,"<a target=""_blank"" href=""http://infopedia.nl.sg/articles/SIP_404_2005-01-18.html"">http://infopedia.nl.sg/articles/SIP_404_2005-01-18.html</a>",,4/17/2013 12:25:55 PM,,,30773.72,2BDE977F64B3EE54,Point,30773.72,,,24971.47,Queenstown,,,district
